id,ticker,stock,industry
1186538c-25b6-11ec-86e8-8c859079d2ba,519612,Mahaan Foods Ltd.,Consumer Food
118653fa-25b6-11ec-a1f7-8c859079d2ba,RICOAUTO,Rico Auto Industries Ltd.,Auto Ancillary
11865440-25b6-11ec-be13-8c859079d2ba,OMAXAUTO,Omax Autos Ltd.,Trading
1186547a-25b6-11ec-adba-8c859079d2ba,MUNJALSHOW,Munjal Showa Ltd.,Auto Ancillary
118654b8-25b6-11ec-8791-8c859079d2ba,JAMNAAUTO,Jamna Auto Industries Ltd.,Auto Ancillary
118654f4-25b6-11ec-bdd9-8c859079d2ba,SUNCLAYLTD,Sundaram-Clayton Ltd.,Auto Ancillary
11865530-25b6-11ec-b401-8c859079d2ba,JTEKTINDIA,JTEKT India Ltd.,Auto Ancillary
1186556c-25b6-11ec-bbd3-8c859079d2ba,MUNJALAU,Munjal Auto Industries Ltd.,Auto Ancillary
118655a8-25b6-11ec-bcd0-8c859079d2ba,JAYBARMARU,Jay Bharat Maruti Ltd.,Auto Ancillary
118655e4-25b6-11ec-9284-8c859079d2ba,520073,RACL Geartech Ltd.,Auto Ancillary
1186561e-25b6-11ec-8558-8c859079d2ba,520075,Samkrg Pistons & Rings Ltd.,Auto Ancillary
1186565c-25b6-11ec-8c4e-8c859079d2ba,ESTCSTSTEL,Eastcoast Steel Ltd.,Steel & Iron Products
11865698-25b6-11ec-993c-8c859079d2ba,SICAL,Sical Logistics Ltd.,Logistics
118656d4-25b6-11ec-9e03-8c859079d2ba,RATNAMANI,Ratnamani Metals & Tubes Ltd.,Steel & Iron Products
11865706-25b6-11ec-9a4b-8c859079d2ba,VESUVIUS,Vesuvius India Ltd.,Refractories
11865742-25b6-11ec-a224-8c859079d2ba,ASAL,Automotive Stampings and Assemblies Ltd.,Auto Ancillary
1186577e-25b6-11ec-9cec-8c859079d2ba,520121,Arcee Industries Ltd.,Plastic Products
118657ba-25b6-11ec-8ad6-8c859079d2ba,520123,ABC India Ltd.,Logistics
118657f6-25b6-11ec-bccb-8c859079d2ba,BALURTRANS,Balurghat Technologies Ltd.,Logistics
11865834-25b6-11ec-9cd3-8c859079d2ba,520131,Coastal Roadways Ltd.,Logistics
1186586e-25b6-11ec-8eb1-8c859079d2ba,520141,Sibar Auto Parts Ltd.,Auto Ancillary
118658a8-25b6-11ec-857b-8c859079d2ba,SHREYAS,Shreyas Shipping & Logistics Ltd.,Shipping
118658e6-25b6-11ec-99a6-8c859079d2ba,ABGHEAVY,Starlog Enterprises Ltd.,Miscellaneous
11865922-25b6-11ec-9c61-8c859079d2ba,521005,Titan Intech Ltd.,Textile
1186595e-25b6-11ec-bab0-8c859079d2ba,EUROTEXIND,Eurotex Industries And Exports Ltd.,Textile - Spinning
1186599a-25b6-11ec-83ea-8c859079d2ba,ICIL,Indo Count Industries Ltd.,Textile
118659d8-25b6-11ec-8533-8c859079d2ba,MARALOVER,Maral Overseas Ltd.,Textile - Spinning
11865a12-25b6-11ec-b990-8c859079d2ba,SOMATEX,Soma Textiles & Industries Ltd.,Textile
11865a4c-25b6-11ec-b6c5-8c859079d2ba,521036,Source Industries (India) Ltd.,Textile
11865a8a-25b6-11ec-bde8-8c859079d2ba,521048,Advance Lifestyles Ltd.,Textile
11865ac6-25b6-11ec-86ae-8c859079d2ba,521054,Kakatiya Textiles Ltd.,Textile - Spinning
11865b02-25b6-11ec-b117-8c859079d2ba,521062,Perfect-Octave Media Projects Ltd.,TV Broadcasting & Software Production
11865b3e-25b6-11ec-a4fe-8c859079d2ba,TRIDENT,Trident Ltd.,Textile - Spinning
11865b7a-25b6-11ec-a6c1-8c859079d2ba,521068,Hisar Spinning Mills Ltd.,Textile - Spinning
11865bb6-25b6-11ec-810c-8c859079d2ba,ALOKINDS,Alok Industries Ltd.,Textile
11865bf4-25b6-11ec-9a3c-8c859079d2ba,521080,Pasari Spinning Mills Ltd.,Textile - Spinning
11865c2e-25b6-11ec-969f-8c859079d2ba,SPENTEX,CLC Industries Ltd.,Textile - Spinning
11865c68-25b6-11ec-8a68-8c859079d2ba,AMARJOTHI,Amarjothi Spinning Mills Ltd.,Textile - Spinning
11865ca6-25b6-11ec-8733-8c859079d2ba,521105,Olympia Industries Ltd.,Retailing
11865ce2-25b6-11ec-8dcc-8c859079d2ba,NAGREEKEXP,Nagreeka Exports Ltd.,Textile - Spinning
11865d1e-25b6-11ec-abf0-8c859079d2ba,SUDITIND,Suditi Industries Ltd.,Textile
11865d5a-25b6-11ec-96af-8c859079d2ba,521131,Anjani Dham Industries Ltd.,Textile
11865d98-25b6-11ec-91c1-8c859079d2ba,GEMSPIN,Gem Spinners India Ltd.,Textile - Spinning
11865dd2-25b6-11ec-87cc-8c859079d2ba,521137,Eureka Industries Ltd.,Textile - Spinning
11865e0c-25b6-11ec-9c0b-8c859079d2ba,ADITYASPIN,Aditya Spinners Ltd.,Textile - Spinning
11865e4a-25b6-11ec-890b-8c859079d2ba,521149,Prime Urban Development India Ltd.,Textile
11865e86-25b6-11ec-bdb2-8c859079d2ba,521151,Dhanlaxmi Fabrics Ltd.,Textile
11865ec2-25b6-11ec-9b57-8c859079d2ba,521161,Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,Textile - Spinning
11865efe-25b6-11ec-a1cd-8c859079d2ba,ZODIACLOTH,Zodiac Clothing Company Ltd.,Textile
11865f3a-25b6-11ec-bfa3-8c859079d2ba,521167,Maxgrow India Ltd.,BPO-ITeS
11865f76-25b6-11ec-acbd-8c859079d2ba,GANGOTRI,Gangotri Textiles Ltd.,Textile - Spinning
11865fb4-25b6-11ec-a8d5-8c859079d2ba,521178,Sri Ramakrishna Mills (Coimbatore) Ltd.,Textile - Spinning
11865fee-25b6-11ec-bee9-8c859079d2ba,SUPERSPIN,Super Spinning Mills Ltd.,Textile - Spinning
11866028-25b6-11ec-b40c-8c859079d2ba,521182,Seasons Furnishings Ltd.,Trading
11866066-25b6-11ec-9b03-8c859079d2ba,521188,United Textiles Ltd.,Textile - Spinning
118660a2-25b6-11ec-b345-8c859079d2ba,SILINV,SIL Investments Ltd.,Finance - NBFC
118660de-25b6-11ec-ab65-8c859079d2ba,SURYALAXMI,Suryalakshmi Cotton Mills Ltd.,Textile
1186611a-25b6-11ec-9e1a-8c859079d2ba,521206,Samtex Fashions Ltd.,Textile
1186614c-25b6-11ec-a47f-8c859079d2ba,521210,Cityman Ltd.,Textile
11866188-25b6-11ec-a7ad-8c859079d2ba,521216,Dhanalaxmi Roto Spinners Ltd.,Trading
118661c6-25b6-11ec-8cf4-8c859079d2ba,DAMODARIND,Damodar Industries Ltd.,Textile - Spinning
11866200-25b6-11ec-a4e2-8c859079d2ba,521222,Sanblue Corporation Ltd.,Finance - NBFC
1186623a-25b6-11ec-9c0f-8c859079d2ba,521226,Uniroyal Industries Ltd.,Textile
11866278-25b6-11ec-a126-8c859079d2ba,521228,Felix Global Venture Ltd.,Textile
118662b4-25b6-11ec-b96b-8c859079d2ba,521232,Sunil Industries Ltd.,Textile
118662f0-25b6-11ec-b388-8c859079d2ba,521234,Sri Nachammai Cotton Mills Ltd.,Textile - Spinning
1186632c-25b6-11ec-9621-8c859079d2ba,521238,KKRRAFTON Developers Ltd.,IT - Software
11866368-25b6-11ec-9376-8c859079d2ba,SAMBANDAM,Sambandam Spinning Mills Ltd.,Textile - Spinning
118663a4-25b6-11ec-b153-8c859079d2ba,KANDAGIRI,Kandagiri Spinning Mills Ltd.,Textile - Spinning
118663e2-25b6-11ec-857b-8c859079d2ba,521244,Chitradurga Spintex Ltd.,Textile - Spinning
11866412-25b6-11ec-8c80-8c859079d2ba,KITEX,Kitex Garments Ltd.,Textile
1186644c-25b6-11ec-89ca-8c859079d2ba,522001,Cranex Ltd.,Engineering - Industrial Equipments
1186648a-25b6-11ec-aeba-8c859079d2ba,BATLIBOI,Batliboi Ltd.,Engineering - Industrial Equipments
118664c6-25b6-11ec-a594-8c859079d2ba,522005,Austin Engineering Company Ltd.,Bearings
11866502-25b6-11ec-ae2b-8c859079d2ba,UNIDT,United Drilling Tools Ltd.,Engineering - Industrial Equipments
1186653e-25b6-11ec-b584-8c859079d2ba,522017,Fluidomat Ltd.,Engineering - Industrial Equipments
1186657a-25b6-11ec-941d-8c859079d2ba,522027,Ema India Ltd.,Engineering - Industrial Equipments
118665b6-25b6-11ec-917a-8c859079d2ba,WINDMACHIN,Windsor Machines Ltd.,Engineering - Industrial Equipments
118665f4-25b6-11ec-a052-8c859079d2ba,SHANTIGEAR,Shanthi Gears Ltd.,Auto Ancillary
1186662e-25b6-11ec-8bc0-8c859079d2ba,522036,Miven Machine Tools Ltd.,Engineering - Industrial Equipments
11866668-25b6-11ec-a362-8c859079d2ba,HONDAPOWER,Honda India Power Products Ltd.,Electric Equipment
118666a6-25b6-11ec-91c1-8c859079d2ba,HITECHGEAR,The Hi-Tech Gears Ltd.,Auto Ancillary
118666e2-25b6-11ec-9b8e-8c859079d2ba,ELGIEQUIP,Elgi Equipments Ltd.,Compressors - Pumps
1186671e-25b6-11ec-8ff3-8c859079d2ba,522091,United Van Der Horst Ltd.,Engineering - Industrial Equipments
1186675a-25b6-11ec-96a2-8c859079d2ba,KILBUNENGG,Kilburn Engineering Ltd.,Engineering - Industrial Equipments
11866798-25b6-11ec-af68-8c859079d2ba,522105,Birla Precision Technologies Ltd.,Engineering - Industrial Equipments
118667c8-25b6-11ec-afc1-8c859079d2ba,YUKEN,Yuken India Ltd.,Engineering - Industrial Equipments
11866806-25b6-11ec-a97b-8c859079d2ba,TIMKEN,Timken India Ltd.,Bearings
11866840-25b6-11ec-81cb-8c859079d2ba,PORRITSPEN,Voith Paper Fabrics India Ltd.,Textile
1186687a-25b6-11ec-b5a2-8c859079d2ba,ARTSONENGG,Artson Engineering Ltd.,Engineering - Industrial Equipments
118668b8-25b6-11ec-ba9e-8c859079d2ba,522152,Solitaire Machine Tools Ltd.,Engineering - Industrial Equipments
118668f4-25b6-11ec-86cf-8c859079d2ba,DIAPOWER,Diamond Power Infrastructure Ltd.,Cable
11866930-25b6-11ec-b642-8c859079d2ba,522165,Indsil Hydro Power and Manganese Ltd.,Ferro & Silica Manganese
11866976-25b6-11ec-9ffb-8c859079d2ba,522183,ITL Industries Ltd.,Engineering - Industrial Equipments
118669b4-25b6-11ec-bbed-8c859079d2ba,522195,Frontier Springs Ltd.,Steel & Iron Products
118669ee-25b6-11ec-8d39-8c859079d2ba,PRAJIND,Praj Industries Ltd.,Engineering - Industrial Equipments
11866a28-25b6-11ec-83dc-8c859079d2ba,522207,Rasandik Engineering Industries India Ltd.,Auto Ancillary
11866a66-25b6-11ec-97ac-8c859079d2ba,522209,Yogi Infra Projects Ltd.,Construction - Real Estate
11866aa2-25b6-11ec-9870-8c859079d2ba,HLEGLAS,HLE Glascoat Ltd.,Engineering - Industrial Equipments
11866ade-25b6-11ec-b30c-8c859079d2ba,GUJAPOLLO,Gujarat Apollo Industries Ltd.,Engineering - Industrial Equipments
11866b1a-25b6-11ec-9873-8c859079d2ba,TANEJAERO,Taneja Aerospace & Aviation Ltd.,Airlines
11866b58-25b6-11ec-a4d3-8c859079d2ba,522231,Conart Engineers Ltd.,Engineering - Construction
11866b92-25b6-11ec-8868-8c859079d2ba,522237,Shivagrico Implements Ltd.,Engineering
11866bcc-25b6-11ec-97cb-8c859079d2ba,MMFL,MM Forgings Ltd.,Forgings
11866c0a-25b6-11ec-ab44-8c859079d2ba,522245,Iykot Hitech Toolroom Ltd.,Engineering - Industrial Equipments
11866c46-25b6-11ec-a023-8c859079d2ba,MAYURUNIQ,Mayur Uniquoters Ltd.,Textile
11866c82-25b6-11ec-94e7-8c859079d2ba,522251,Cenlub Industries Ltd.,Engineering - Industrial Equipments
11866cbe-25b6-11ec-915d-8c859079d2ba,522257,Rajoo Engineers Ltd.,Engineering - Industrial Equipments
11866cfa-25b6-11ec-812b-8c859079d2ba,JMCPROJECT,JMC Projects (India) Ltd.,Construction - Real Estate
11866d36-25b6-11ec-81d2-8c859079d2ba,522267,Veejay Lakshmi Engineering Works Ltd.,Textile - Machinery
11866d74-25b6-11ec-8d83-8c859079d2ba,522273,Ahmedabad Steelcraft Ltd.,Steel & Iron Products
11866dae-25b6-11ec-ab55-8c859079d2ba,GET&D,GE T&D India Ltd.,Electric Equipment
11866de8-25b6-11ec-8250-8c859079d2ba,522281,Ram Ratna Wires Ltd.,Metal - Non Ferrous
11866e26-25b6-11ec-88fc-8c859079d2ba,JAYNECOIND,Jayaswal Neco Industries Ltd.,Steel & Iron Products
11866e62-25b6-11ec-8c81-8c859079d2ba,KALPATPOWR,Kalpataru Power Transmission Ltd.,Transmission Towers - Equipments
11866e9e-25b6-11ec-8a37-8c859079d2ba,522289,NMS Resources Global Ltd.,Trading
11866eda-25b6-11ec-b039-8c859079d2ba,522292,Chandni Textiles Engineering Industries Ltd.,Textile
11866f18-25b6-11ec-8a49-8c859079d2ba,522294,T&I Global Ltd.,Engineering - Industrial Equipments
11866f52-25b6-11ec-be6b-8c859079d2ba,CONTROLPR,Control Print Ltd.,IT - Hardware
11866f8c-25b6-11ec-92ec-8c859079d2ba,522650,Bemco Hydraulics Ltd.,Engineering - Industrial Equipments
11866fca-25b6-11ec-a650-8c859079d2ba,523007,Ansal Buildwell Ltd.,Construction - Real Estate
11867006-25b6-11ec-860a-8c859079d2ba,WEIZMANIND,Weizmann Ltd.,Textile
11867042-25b6-11ec-9302-8c859079d2ba,523019,BN Rathi Securities Ltd.,Finance - Stock Broking
11867074-25b6-11ec-a437-8c859079d2ba,RISHIPACK,Rishi Techtex Ltd.,Plastic Products
118670b0-25b6-11ec-ac5d-8c859079d2ba,523023,Sinclairs Hotels Ltd.,"Hotel, Resort & Restaurants"
118670ec-25b6-11ec-800e-8c859079d2ba,SAFARI,Safari Industries (India) Ltd.,Miscellaneous
11867134-25b6-11ec-9e70-8c859079d2ba,523054,Binayak Tex Processors Ltd.,Textile
11867164-25b6-11ec-ae10-8c859079d2ba,523062,JJ Finance Corporation Ltd.,Finance - NBFC
1186719e-25b6-11ec-a4f6-8c859079d2ba,523100,Cosmo Ferrites Ltd.,Electronics - Components
118671dc-25b6-11ec-b7b7-8c859079d2ba,523105,PlanterS Polysacks Ltd.,Plastic Products
11867218-25b6-11ec-a238-8c859079d2ba,523113,Futuristic Securities Ltd.,Finance - Investment
11867254-25b6-11ec-a65d-8c859079d2ba,523116,Sanco Trans Ltd.,Logistics
11867290-25b6-11ec-b38a-8c859079d2ba,523120,Ador Multiproducts Ltd.,Household & Personal Products
118672cc-25b6-11ec-a88f-8c859079d2ba,EIHAHOTELS,EIH Associated Hotels Ltd.,"Hotel, Resort & Restaurants"
11867308-25b6-11ec-9ab5-8c859079d2ba,MEDICAPS,Medi-Caps Ltd.,Chemicals
11867346-25b6-11ec-a7d1-8c859079d2ba,523151,Otco International Ltd.,IT - Software
11867380-25b6-11ec-aed5-8c859079d2ba,523160,Morganite Crucible (India) Ltd.,Refractories
118673ba-25b6-11ec-ab53-8c859079d2ba,523164,SIP Industries Ltd.,Floriculture
118673f8-25b6-11ec-8d86-8c859079d2ba,523186,B&A Packaging India Ltd.,Paper & Paper Products
11867428-25b6-11ec-916d-8c859079d2ba,ABAN,Aban Offshore Ltd.,Oil Exploration
11867466-25b6-11ec-998a-8c859079d2ba,KOKUYOCMLN,Kokuyo Camlin Ltd.,Printing & Stationery
118674a2-25b6-11ec-932e-8c859079d2ba,523209,Nicco Uco Alliance Credit Ltd.,Finance - NBFC
118674de-25b6-11ec-a7f9-8c859079d2ba,523222,SRM Energy Ltd.,Textile
1186751a-25b6-11ec-96f3-8c859079d2ba,523229,Bharat Seats Ltd.,Auto Ancillary
11867558-25b6-11ec-b70e-8c859079d2ba,523232,Continental Petroleums Ltd.,Refineries
11867592-25b6-11ec-8f25-8c859079d2ba,523242,NB Footwear Ltd.,Footwear
118675cc-25b6-11ec-94ab-8c859079d2ba,523248,Machino Plastics Ltd.,Auto Ancillary
1186760a-25b6-11ec-83b7-8c859079d2ba,PEARLPOLY,Pearl Polymers Ltd.,Plastic Products
11867646-25b6-11ec-8290-8c859079d2ba,VENKEYS,Venky'S (India) Ltd.,Agriculture
11867682-25b6-11ec-8ad7-8c859079d2ba,ADVANIHOTR,Advani Hotels & Resorts (India) Ltd.,"Hotel, Resort & Restaurants"
118676be-25b6-11ec-82a5-8c859079d2ba,523277,GV Films Ltd.,"Film Production, Distribution & Entertainment"
118676fa-25b6-11ec-aca0-8c859079d2ba,SUPERHOUSE,Superhouse Ltd.,Footwear
11867736-25b6-11ec-80e6-8c859079d2ba,RAMAVISION,Rama Vision Ltd.,Trading
11867774-25b6-11ec-86da-8c859079d2ba,TCPLPACK,TCPL Packaging Ltd.,Packaging
118677ae-25b6-11ec-af6b-8c859079d2ba,BALMLAWRIE,Balmer Lawrie & Company Ltd.,Diversified
118677e8-25b6-11ec-876b-8c859079d2ba,KOVAI,Kovai Medical Center & Hospital Ltd.,Hospital & Healthcare Services
11867826-25b6-11ec-89f4-8c859079d2ba,523329,Eldeco Housing & Industries Ltd.,Construction - Real Estate
11867862-25b6-11ec-abca-8c859079d2ba,523351,Standard Shoe Sole & Mould (India) Ltd.,Trading
1186789e-25b6-11ec-abf9-8c859079d2ba,DCMSHRIRAM,DCM Shriram Ltd.,Diversified
118678da-25b6-11ec-9bb3-8c859079d2ba,DCMSRMIND,DCM Shriram Industries Ltd.,Sugar
11867918-25b6-11ec-9322-8c859079d2ba,MAWANASUG,Mawana Sugars Ltd.,Sugar
11867952-25b6-11ec-8a36-8c859079d2ba,523373,Mini Diamonds (India) Ltd.,Diamond  &  Jewellery
1186798c-25b6-11ec-8d87-8c859079d2ba,MAHAPEXLTD,Maha Rashtra Apex Corporation Ltd.,Finance - Investment
118679ca-25b6-11ec-b202-8c859079d2ba,NILKAMAL,Nilkamal Ltd.,Plastic Products
11867a06-25b6-11ec-a954-8c859079d2ba,TRITON,Triton Corp Ltd.,BPO-ITeS
11867a38-25b6-11ec-80fa-8c859079d2ba,NAHARPOLY,Nahar Poly Films Ltd.,Plastic Products
11867a7e-25b6-11ec-b71d-8c859079d2ba,3MINDIA,3M India Ltd.,Diversified
11867aba-25b6-11ec-bdf6-8c859079d2ba,JCHAC,Johnson Controls - Hitachi Air Conditioning India Ltd.,Air Conditioners
11867aec-25b6-11ec-820a-8c859079d2ba,JMFINANCIL,JM Financial Ltd.,Finance - Investment
11867b28-25b6-11ec-b38b-8c859079d2ba,KRONECOMM,ADC India Communications Ltd.,Telecommunication - Equipment
11867b64-25b6-11ec-a5f3-8c859079d2ba,523415,Coventry Coil-O-Matic (Haryana) Ltd.,Auto Ancillary
11867b9e-25b6-11ec-a923-8c859079d2ba,TNTELE,Tamilnadu Telecommunications Ltd.,Cable
11867bdc-25b6-11ec-a3fe-8c859079d2ba,523425,Sunraj Diamond Exports Ltd.,Diamond  &  Jewellery
11867c18-25b6-11ec-ad66-8c859079d2ba,RIIL,Reliance Industrial Infrastructure Ltd.,Engineering - Construction
11867c54-25b6-11ec-b191-8c859079d2ba,KALYANISHP,Sharp India Ltd.,Air Conditioners
11867c90-25b6-11ec-b632-8c859079d2ba,LINDEINDIA,Linde India Ltd.,Industrial  Gases & Fuels
11867ccc-25b6-11ec-b208-8c859079d2ba,523465,Ind Bank Housing Ltd.,Finance - Housing
11867d08-25b6-11ec-a5a3-8c859079d2ba,523475,Lotus Chocolate Company Ltd.,Consumer Food
11867d46-25b6-11ec-9615-8c859079d2ba,PACIFICIND,Pacific Industries Ltd.,Ceramics-Marble-Granite-Sanitaryware
11867d76-25b6-11ec-a6cd-8c859079d2ba,523489,Chennai Meenakshi Multispeciality Hospital Ltd.,Hospital & Healthcare Services
11867db4-25b6-11ec-ab8a-8c859079d2ba,523519,Universal Office Automation Ltd.,Trading
11867dee-25b6-11ec-bc0b-8c859079d2ba,523537,APM Industries Ltd.,Textile - Spinning
11867e28-25b6-11ec-8cfc-8c859079d2ba,PRECWIRE,Precision Wires India Ltd.,Cable
11867e66-25b6-11ec-bed6-8c859079d2ba,523550,Krypton Industries Ltd.,Tyres & Allied
11867ea2-25b6-11ec-80f0-8c859079d2ba,NETWORK,Swiss Military Consumer Goods Ltd.,IT - Hardware
11867ede-25b6-11ec-af59-8c859079d2ba,523566,Martin Burn Ltd.,Construction - Real Estate
11867f1a-25b6-11ec-b441-8c859079d2ba,FEL,Future Enterprises Ltd.,Retailing
11867f58-25b6-11ec-9107-8c859079d2ba,523586,Indian Toners & Developers Ltd.,Chemicals
11867f92-25b6-11ec-8dc5-8c859079d2ba,523594,Kunststoffe Industries Ltd.,Plastic Products
11867fcc-25b6-11ec-80fa-8c859079d2ba,IRCON,Ircon International Ltd.,Engineering - Construction
1186800a-25b6-11ec-aada-8c859079d2ba,SCI,Shipping Corporation Of India Ltd.,Shipping
11868046-25b6-11ec-8cbd-8c859079d2ba,523606,Sika Interplant Systems Ltd.,Engineering - Industrial Equipments
1186808c-25b6-11ec-89a5-8c859079d2ba,ITI,ITI Ltd.,Telecommunication - Equipment
118680c8-25b6-11ec-89a6-8c859079d2ba,DREDGECORP,Dredging Corporation Of India Ltd.,Shipping
118680fa-25b6-11ec-a781-8c859079d2ba,523620,Phaarmasia Ltd.,Pharmaceuticals & Drugs
11868136-25b6-11ec-91bb-8c859079d2ba,PODDARHOUS,Poddar Housing and Development Ltd.,Construction - Real Estate
11868174-25b6-11ec-b6d7-8c859079d2ba,NFL,National Fertilizers Ltd.,Fertilizers
118681ae-25b6-11ec-a5f5-8c859079d2ba,IPRINGLTD,IP Rings Ltd.,Auto Ancillary
118681e8-25b6-11ec-8bd3-8c859079d2ba,PIIND,PI Industries Ltd.,Pesticides & Agrochemicals
11868226-25b6-11ec-8df8-8c859079d2ba,PLASTIBLEN,Plastiblends India Ltd.,Chemicals
11868262-25b6-11ec-ab78-8c859079d2ba,523650,Redex Protech Ltd.,Miscellaneous
1186829e-25b6-11ec-8db0-8c859079d2ba,523652,Kkalpana Plastick Ltd.,Trading
118682da-25b6-11ec-940b-8c859079d2ba,WATERBASE,Waterbase Ltd.,Consumer Food
11868318-25b6-11ec-9b8e-8c859079d2ba,523672,Flex Foods Ltd.,Consumer Food
11868352-25b6-11ec-b7b3-8c859079d2ba,523676,Golkunda Diamonds & Jewellery Ltd.,Diamond  &  Jewellery
1186838c-25b6-11ec-9ad6-8c859079d2ba,APCOTEXIND,Apcotex Industries Ltd.,Rubber  Products
118683ca-25b6-11ec-88d9-8c859079d2ba,523696,Fortis Malar Hospitals Ltd.,Hospital & Healthcare Services
11868406-25b6-11ec-abf8-8c859079d2ba,MASTEK,Mastek Ltd.,IT - Software
11868442-25b6-11ec-a730-8c859079d2ba,EIMCOELECO,Eimco Elecon (India) Ltd.,Engineering - Industrial Equipments
1186847e-25b6-11ec-9d8b-8c859079d2ba,SAYAJIHOTL,Sayaji Hotels Ltd.,"Hotel, Resort & Restaurants"
118684ba-25b6-11ec-96f7-8c859079d2ba,523712,JMG Corporation Ltd.,Miscellaneous
118684f6-25b6-11ec-aea3-8c859079d2ba,ASHIANA,Ashiana Housing Ltd.,Construction - Real Estate
11868534-25b6-11ec-9088-8c859079d2ba,523722,Svam Softwares Ltd.,IT - Software
1186856e-25b6-11ec-8d5f-8c859079d2ba,WESTERNBIO,Ecoboard Industries Ltd.,Wood & Wood Products
118685a8-25b6-11ec-a298-8c859079d2ba,DVL,Dhunseri Ventures Ltd.,Chemicals
118685e6-25b6-11ec-a416-8c859079d2ba,523752,IO System Ltd.,Engineering - Industrial Equipments
11868618-25b6-11ec-b5ec-8c859079d2ba,MAHEPC,Mahindra EPC Irrigation Ltd.,Engineering - Industrial Equipments
11868654-25b6-11ec-b48b-8c859079d2ba,SREINFRA,SREI Infrastructure Finance Ltd.,Finance - NBFC
11868690-25b6-11ec-af87-8c859079d2ba,523782,Mitshi India Ltd.,Diversified
118686cc-25b6-11ec-a853-8c859079d2ba,SHUKRADIAM,Shukra Jewellery Ltd.,Diamond  &  Jewellery
11868708-25b6-11ec-8d65-8c859079d2ba,MAZDA,Mazda Ltd.,Engineering - Industrial Equipments
11868746-25b6-11ec-b9cb-8c859079d2ba,VICEROY,Viceroy Hotels Ltd.,"Hotel, Resort & Restaurants"
11868780-25b6-11ec-aea3-8c859079d2ba,523826,Sovereign Diamonds Ltd.,Diamond  &  Jewellery
118687ba-25b6-11ec-badd-8c859079d2ba,MENONBE,Menon Bearings Ltd.,Bearings
118687f8-25b6-11ec-8e8c-8c859079d2ba,MUKATPIPE,Mukat Pipes Ltd.,Steel & Iron Products
11868834-25b6-11ec-816a-8c859079d2ba,GUJRAFFIA,Gujarat Raffia Industries Ltd.,Plastic Products
11868870-25b6-11ec-bf31-8c859079d2ba,SIMPLEXINF,Simplex Infrastructures Ltd.,Engineering - Construction
118688ac-25b6-11ec-b20e-8c859079d2ba,523840,Innovative Tech Pack Ltd.,Plastic Products
118688e8-25b6-11ec-9c5b-8c859079d2ba,523842,Super Tannery Ltd.,Leather
11868924-25b6-11ec-ada7-8c859079d2ba,523844,Constronics Infra Ltd.,Hospital & Healthcare Services
11868962-25b6-11ec-8ca1-8c859079d2ba,523850,Axtel Industries Ltd.,Engineering - Industrial Equipments
1186899c-25b6-11ec-b5c6-8c859079d2ba,523862,Pacheli Industrial Finance Ltd.,Construction - Real Estate
118689d8-25b6-11ec-acf4-8c859079d2ba,523874,Precision Containeurs Ltd.,Steel & Iron Products
11868a14-25b6-11ec-9c84-8c859079d2ba,523896,AVI Products India Ltd.,Trading
11868a50-25b6-11ec-aa0b-8c859079d2ba,POONAWALLA,Poonawalla Fincorp Ltd.,Finance - NBFC
11868a8c-25b6-11ec-aac6-8c859079d2ba,524013,Hindustan Fluorocarbons Ltd.,Petrochemicals
11868abe-25b6-11ec-8bd6-8c859079d2ba,KINGFA,Kingfa Science & Technology (India) Ltd.,Plastic Products
11868b06-25b6-11ec-ae93-8c859079d2ba,524031,Patidar Buildcon Ltd.,Construction - Real Estate
11868b40-25b6-11ec-809f-8c859079d2ba,RAMAPHOSP,Rama Phosphates Ltd.,Fertilizers
11868b7a-25b6-11ec-8c2b-8c859079d2ba,VENLONPOLY,Venlon Enterprises Ltd.,Chemicals
11868bae-25b6-11ec-9fc2-8c859079d2ba,POLYPLEX,Polyplex Corporation Ltd.,Plastic Products
11868be8-25b6-11ec-9efa-8c859079d2ba,ALBERTDAVD,Albert David Ltd.,Pharmaceuticals & Drugs
11868c26-25b6-11ec-b3cc-8c859079d2ba,524080,Haryana Leather Chemicals Ltd.,Chemicals
11868c62-25b6-11ec-989a-8c859079d2ba,ACRYSIL,Acrysil Ltd.,Plastic Products
11868c9e-25b6-11ec-b113-8c859079d2ba,KABRAEXTRU,Kabra Extrusiontechnik Ltd.,Engineering - Industrial Equipments
11868cda-25b6-11ec-915d-8c859079d2ba,VINYLINDIA,Vinyl Chemicals (India) Ltd.,Trading
11868d18-25b6-11ec-a897-8c859079d2ba,524136,Pee Cee Cosma Sope Ltd.,Household & Personal Products
11868d52-25b6-11ec-856a-8c859079d2ba,524156,TCM Ltd.,Chemicals
11868d8c-25b6-11ec-bad8-8c859079d2ba,IOLCP,IOL Chemicals And Pharmaceuticals Ltd.,Pharmaceuticals & Drugs
11868dca-25b6-11ec-bd00-8c859079d2ba,524174,Kesar Petroproducts Ltd.,Chemicals
11868e06-25b6-11ec-a61f-8c859079d2ba,VINATIORGA,Vinati Organics Ltd.,Chemicals
11868e42-25b6-11ec-82b3-8c859079d2ba,524202,Lactose (India) Ltd.,Pharmaceuticals & Drugs
11868e7e-25b6-11ec-b47e-8c859079d2ba,AARTIIND,Aarti Industries Ltd.,Chemicals
